1.035782969759999982e-05 1.716484114165968494e+05
1.303973501734000001e-05 1.353471248663388251e+05
1.641605377639000136e-05 1.067229595533435058e+05
2.066658726047999959e-05 8.415229980247360072e+04
2.601769187728000116e-05 6.635490646976920834e+04
3.275433346053000015e-05 5.232128779844831297e+04
4.123526273984999861e-05 4.125542416172639787e+04
5.191212012520000289e-05 3.252965089446997808e+04
6.535348720573000642e-05 2.564902950307951323e+04
8.227516579266000386e-05 2.022328441546516115e+04
1.035782969760000016e-04 1.594466469770223557e+04
1.303973501733999933e-04 1.257048794553385414e+04
1.641605377639000069e-04 9.909377011645296079e+03
2.066658726047999959e-04 7.810406448783857741e+03
2.601769187728000116e-04 6.154545669136055039e+03
3.275433346052999744e-04 4.847914024442421578e+03
4.123526273985000132e-04 3.816467301371922986e+03
5.191212012519999747e-04 3.001816547101374908e+03
6.535348720572999558e-04 2.357943129463068090e+03
8.227516579265999573e-04 1.848618519158452500e+03
1.035782969760000016e-03 1.445363737453879821e+03
1.303973501733999988e-03 1.125803341545840112e+03
1.641605377638999906e-03 8.723021565787632881e+02
2.066658726047999797e-03 6.709957252766949978e+02
2.601769187728000116e-03 5.109684020039641155e+02
3.275433346052999961e-03 3.836741459507798595e+02
4.123526273985000240e-03 2.824415605439201613e+02
5.191212012520000398e-03 2.020737015183345875e+02
6.535348720573000425e-03 1.385473778606306894e+02
8.227516579266000440e-03 8.875809442823330642e+01
1.035782969759999929e-02 5.036208325223012849e+01
1.303973501733999944e-02 2.162780294629138567e+01
1.641605377636999943e-02 1.321999731167084136e+00
2.066658712045999977e-02 -1.146260053719086258e+01
2.601758077789999984e-02 -1.764455419270369063e+01
3.273842823518999939e-02 -1.867689911285093274e+01
4.068968012690000330e-02 -1.700529318958918878e+01
4.745793847159000128e-02 -1.549787150968767868e+01
5.235536024913999692e-02 -1.468032103662777388e+01
5.638358649068000300e-02 -1.415039391165755411e+01
5.997531768995000012e-02 -1.373209136269636588e+01
6.332256403583999549e-02 -1.334385649323508716e+01
6.652658698777999535e-02 -1.294204873850556403e+01
6.964794671964999462e-02 -1.250328702441671602e+01
7.272634568366000141e-02 -1.201687186330395818e+01
7.578972165769000402e-02 -1.148194665739890219e+01
7.885889178402000210e-02 -1.090542330414263006e+01
8.195012860257999687e-02 -1.030034714362684589e+01
8.507668432064000030e-02 -9.683729978359581381e+00
8.824974060651999408e-02 -9.075232568748605289e+00
9.147902588023000547e-02 -8.493878896408221024e+00
9.477323066555999598e-02 -7.956994031675742818e+00
9.814029519724999651e-02 -7.478243235920402299e+00
1.015876133279000060e-01 -7.065996254262516096e+00
1.051221798827000065e-01 -6.722373131344748565e+00
1.087506987544999970e-01 -6.443705043411414479e+00
1.124796630880999931e-01 -6.219884774317153031e+00
1.163154152058999968e-01 -6.035367577753170565e+00
1.202641915830000019e-01 -5.870577518104982850e+00
1.243321566524999977e-01 -5.704098791263943369e+00
1.285254282219999988e-01 -5.516183498454361178e+00
1.328500966163999875e-01 -5.292642192838550308e+00
1.373122392181999885e-01 -5.028104489557055246e+00
1.419179317827000131e-01 -4.728078733562061764e+00
1.466732577120999914e-01 -4.407768701651765930e+00
1.515843163452000042e-01 -4.088982273083794361e+00
1.566572312395999866e-01 -3.794110209344698781e+00
1.618981593751999959e-01 -3.541017935255359461e+00
1.673133021726999903e-01 -3.338266401276738904e+00
1.729089192040000056e-01 -3.183404567974531751e+00
1.786913454568999915e-01 -3.062925305141210863e+00
1.846670130087000039e-01 -2.957236526223352868e+00
1.908424779560999873e-01 -2.844078485603351858e+00
1.972244534554999928e-01 -2.706431008752418155e+00
2.038198497385000085e-01 -2.541269080315549989e+00
2.106358219985000058e-01 -2.360498776599278425e+00
2.176798271044000088e-01 -2.183888076013679846e+00
2.249596901908000046e-01 -2.028846341629009231e+00
2.324836823211000048e-01 -1.904576248719468401e+00
2.402606106348000037e-01 -1.808857553723225431e+00
2.482999226898000011e-01 -1.728159812277617613e+00
2.566118271280999896e-01 -1.645382322431020894e+00
2.652074333478999790e-01 -1.550176787491711838e+00
2.740989136145000060e-01 -1.444002865566375027e+00
2.832996920227000004e-01 -1.338313044351504555e+00
2.928246660343999941e-01 -1.246271765977812196e+00
3.026904680345999799e-01 -1.171670358625784170e+00
3.129157766548000263e-01 -1.108145999577516472e+00
3.235216906960999839e-01 -1.045397279267569646e+00
3.345321826707000068e-01 -9.774100731840136280e-01
3.459746547217000257e-01 -9.077975292871318658e-01
3.578806276616000037e-01 -8.439680032005566490e-01
3.702866051250000012e-01 -7.893821092333735967e-01
3.832351709571000242e-01 -7.399521618918464272e-01
3.967764014578999965e-01 -6.903275516203759565e-01
4.109697089907999867e-01 -6.402436772512553054e-01
4.258862863028999857e-01 -5.933764609043968852e-01
4.416124027373000138e-01 -5.510894184319302669e-01
4.582539333608999788e-01 -5.111466486349233174e-01
4.759427137032000155e-01 -4.715525543672706710e-01
4.948456684397999905e-01 -4.337116997574928523e-01
5.151782804126000537e-01 -3.985998881555082862e-01
5.372250822858000152e-01 -3.644690478830980296e-01
5.613719568994000042e-01 -3.313713193698732962e-01
5.881591982717999656e-01 -2.997273089525702705e-01
6.183730083289999957e-01 -2.686778466400073229e-01
6.532125563585999828e-01 -2.383081060275904217e-01
6.946161912396999760e-01 -2.080540725029883520e-01
7.459491534804000290e-01 -1.775557121505643432e-01
8.135706736444999754e-01 -1.461458850328297698e-01
9.105389494958000540e-01 -1.132150740514163562e-01
1.063587667746000109e+00 -7.923092574162327040e-02
1.307717934960000106e+00 -4.890484886913241264e-02
1.643356570616999912e+00 -2.841696285355693741e-02
2.068805043166999980e+00 -1.629534193086110486e-02
2.604471014795000094e+00 -9.267246655450415982e-03
3.278834744681999869e+00 -5.231308242447376897e-03
4.127808381152999750e+00 -2.933155073343941821e-03
5.196602866051000191e+00 -1.634510178712770536e-03
6.542135403073999989e+00 -9.057341959988743016e-04
8.236060506328000130e+00 -4.993179750092364240e-04
1.036858586449000086e+01 -2.739740286870317705e-04
1.305327622917999975e+01 -1.496662239973291079e-04
1.643310115207999900e+01 -8.142632063532540844e-05
2.068804863493999946e+01 -4.413200092700503134e-05
2.604471014695999997e+01 -2.383221761953131066e-05
3.278834744681999780e+01 -1.282446120598020895e-05
4.127808381153000283e+01 -6.877214580705843502e-06
5.196602866050999836e+01 -3.674658496426327724e-06
6.542135403074000521e+01 -1.955838250301722057e-06
8.236060506328000486e+01 -1.036332012980499091e-06
1.036858586448999944e+02 -5.460956933919951946e-07
1.305327622917999975e+02 -2.857061445102478006e-07
