1.035782969759999982e-05 -9.618462865441194942e-02
1.303973501734000001e-05 -9.618463464120803608e-02
1.641605377639000136e-05 -9.618464487199353263e-02
2.066658726047999959e-05 -9.618466201912095892e-02
2.601769187728000116e-05 -9.618469036203512734e-02
3.275433346053000015e-05 -9.618473672024234478e-02
4.123526273984999861e-05 -9.618481199410128246e-02
5.191212012520000289e-05 -9.618493345511705539e-02
6.535348720573000642e-05 -9.618512863890450737e-02
8.227516579266000386e-05 -9.618544094132140676e-02
1.035782969760000016e-04 -9.618593947954993950e-02
1.303973501733999933e-04 -9.618673248714482149e-02
1.641605377639000069e-04 -9.618799235800297442e-02
2.066658726047999959e-04 -9.618998667977764205e-02
2.601769187728000116e-04 -9.619314213070070951e-02
3.275433346052999744e-04 -9.619811225154874246e-02
4.123526273985000132e-04 -9.620594167371099292e-02
5.191212012519999747e-04 -9.621819702164990940e-02
6.535348720572999558e-04 -9.623739394339766995e-02
8.227516579265999573e-04 -9.626717541635446129e-02
1.035782969760000016e-03 -9.631344295296030700e-02
1.303973501733999988e-03 -9.638423738151534470e-02
1.641605377638999906e-03 -9.649282449677565321e-02
2.066658726047999797e-03 -9.665531446887387634e-02
2.601769187728000116e-03 -9.689945952429328269e-02
3.275433346052999961e-03 -9.725138975898620086e-02
4.123526273985000240e-03 -9.776225236422550480e-02
5.191212012520000398e-03 -9.845140545372177421e-02
6.535348720573000425e-03 -9.939251655923694861e-02
8.227516579266000440e-03 -1.005047324421526056e-01
1.035782969759999929e-02 -1.018418248499397133e-01
1.303973501733999944e-02 -1.029257860694035853e-01
1.641605377636999943e-02 -1.037122393741825854e-01
2.066658712045999977e-02 -1.028057756213283658e-01
2.601758077789999984e-02 -1.004092165524570340e-01
3.273842823518999939e-02 -9.441007433419315586e-02
4.068968012690000330e-02 -8.752685814319738355e-02
4.745793847159000128e-02 -8.072365779128340413e-02
5.235536024913999692e-02 -7.695591873168854125e-02
5.638358649068000300e-02 -7.374522440793256084e-02
5.997531768995000012e-02 -7.133663448132469831e-02
6.332256403583999549e-02 -6.935503564136701049e-02
6.652658698777999535e-02 -6.728424417205815244e-02
6.964794671964999462e-02 -6.478749163785729737e-02
7.272634568366000141e-02 -6.249046895281443192e-02
7.578972165769000402e-02 -6.032915439301211880e-02
7.885889178402000210e-02 -5.826637112752109521e-02
8.195012860257999687e-02 -5.623244540232721911e-02
