1.035782969759999982e-05 6.306050282310321064e-04
1.303973501734000001e-05 6.307825711758660234e-04
1.641605377639000136e-05 6.310692686248212243e-04
2.066658726047999959e-05 6.315270058694234367e-04
2.601769187728000116e-05 6.322097414071409802e-04
3.275433346053000015e-05 6.330604993594733275e-04
4.123526273984999861e-05 6.342966570664760034e-04
5.191212012520000289e-05 6.358862800120273487e-04
6.535348720573000642e-05 6.381707901382885351e-04
8.227516579266000386e-05 6.411159315440738025e-04
1.035782969760000016e-04 6.452686090038913186e-04
1.303973501733999933e-04 6.506038335408987705e-04
1.641605377639000069e-04 6.579973004505905226e-04
2.066658726047999959e-04 6.674509885930356547e-04
2.601769187728000116e-04 6.803581893401369329e-04
3.275433346052999744e-04 6.967708755774637075e-04
4.123526273985000132e-04 7.188779400829300482e-04
5.191212012519999747e-04 7.467908690879795312e-04
6.535348720572999558e-04 7.838693265410636921e-04
8.227516579265999573e-04 8.302128206312970595e-04
1.035782969760000016e-03 8.907816234930791008e-04
1.303973501733999988e-03 9.653460902164097109e-04
1.641605377638999906e-03 1.060763281982611463e-03
2.066658726047999797e-03 1.175478788418682970e-03
2.601769187728000116e-03 1.317862796608156549e-03
3.275433346052999961e-03 1.482578543536920137e-03
4.123526273985000240e-03 1.677586988100198025e-03
5.191212012520000398e-03 1.889073235753657492e-03
6.535348720573000425e-03 2.120316431108574748e-03
8.227516579266000440e-03 2.342069725742944915e-03
1.035782969759999929e-02 2.546565094870055588e-03
1.303973501733999944e-02 2.683216601415546257e-03
1.641605377636999943e-02 2.730625933056338335e-03
2.066658712045999977e-02 2.628874138880005814e-03
2.601758077789999984e-02 2.378732321456113619e-03
3.273842823518999939e-02 1.996111596525577264e-03
4.068968012690000330e-02 1.618789719971145237e-03
4.745793847159000128e-02 1.394679513303802689e-03
5.235536024913999692e-02 1.285444143607194448e-03
5.638358649068000300e-02 1.216261937857978509e-03
5.997531768995000012e-02 1.164772364215000073e-03
6.332256403583999549e-02 1.120517460645211773e-03
6.652658698777999535e-02 1.077772128894123951e-03
6.964794671964999462e-02 1.033465546617398602e-03
7.272634568366000141e-02 9.873085749871688809e-04
7.578972165769000402e-02 9.388279726051575874e-04
7.885889178402000210e-02 8.882816793803542622e-04
8.195012860257999687e-02 8.364180566294720674e-04
8.507668432064000030e-02 7.842322647462137168e-04
8.824974060651999408e-02 7.333421111136416166e-04
9.147902588023000547e-02 6.850939892453584892e-04
9.477323066555999598e-02 6.407173610155503110e-04
9.814029519724999651e-02 6.009753656702407354e-04
1.015876133279000060e-01 5.666563230803089426e-04
1.051221798827000065e-01 5.378724685724652283e-04
1.087506987544999970e-01 5.142599674336186585e-04
1.124796630880999931e-01 4.950600954000662851e-04
1.163154152058999968e-01 4.789983271269371485e-04
1.202641915830000019e-01 4.646337429289630811e-04
1.243321566524999977e-01 4.503166466475075434e-04
1.285254282219999988e-01 4.345514264744956725e-04
1.328500966163999875e-01 4.162538251070061575e-04
1.373122392181999885e-01 3.950126070711251183e-04
1.419179317827000131e-01 3.712194298826422849e-04
1.466732577120999914e-01 3.459970783455765687e-04
1.515843163452000042e-01 3.209656754731764032e-04
1.566572312395999866e-01 2.977828818988184742e-04
1.618981593751999959e-01 2.777956381615206494e-04
1.673133021726999903e-01 2.616449791511658591e-04
1.729089192040000056e-01 2.491518371219940929e-04
1.786913454568999915e-01 2.393130270734438326e-04
1.846670130087000039e-01 2.306538255176101778e-04
1.908424779560999873e-01 2.215105889267058898e-04
1.972244534554999928e-01 2.106093020636199146e-04
2.038198497385000085e-01 1.977104335890724721e-04
2.106358219985000058e-01 1.836778921790517842e-04
2.176798271044000088e-01 1.699733316170135738e-04
2.249596901908000046e-01 1.578981945334412067e-04
2.324836823211000048e-01 1.481484540905462978e-04
2.402606106348000037e-01 1.405614956371059132e-04
2.482999226898000011e-01 1.341365052827517875e-04
2.566118271280999896e-01 1.275992644842089167e-04
2.652074333478999790e-01 1.201705495881836341e-04
2.740989136145000060e-01 1.119469668970500981e-04
2.832996920227000004e-01 1.037739318538028046e-04
2.928246660343999941e-01 9.662578106840831926e-05
3.026904680345999799e-01 9.079373624593388469e-05
3.129157766548000263e-01 8.581003850705692492e-05
3.235216906960999839e-01 8.090766498019188601e-05
3.345321826707000068e-01 7.563510041707797657e-05
3.459746547217000257e-01 7.025218227764199982e-05
3.578806276616000037e-01 6.530801419438319612e-05
3.702866051250000012e-01 6.106187726127389507e-05
3.832351709571000242e-01 5.721405137382594739e-05
3.967764014578999965e-01 5.336542345289003661e-05
4.109697089907999867e-01 4.949166371876553979e-05
4.258862863028999857e-01 4.586361098250799295e-05
4.416124027373000138e-01 4.258452178989889045e-05
4.582539333608999788e-01 3.948864329876994463e-05
4.759427137032000155e-01 3.642625815071951693e-05
4.948456684397999905e-01 3.349963964835652472e-05
5.151782804126000537e-01 3.078138314697754656e-05
5.372250822858000152e-01 2.814208672172216578e-05
5.613719568994000042e-01 2.558362502355491074e-05
5.881591982717999656e-01 2.313701007967514410e-05
6.183730083289999957e-01 2.073786250338850536e-05
6.532125563585999828e-01 1.839130824975130992e-05
6.946161912396999760e-01 1.605451692301986362e-05
7.459491534804000290e-01 1.369931088074675096e-05
8.135706736444999754e-01 1.127437083750326376e-05
9.105389494958000540e-01 8.732668270319505634e-06
